#r(mm) 	 z(mm) 
0.0	0.0
0.9870505050505051	0.060935002206633726
1.9741010101010101	0.12187000441326745
2.9611515151515153	0.1627889313608364
3.9482020202020203	0.19505968436482135
4.935252525252525	0.240594670699096
5.922303030303031	0.29416128321514634
6.909353535353535	0.32866862306099165
7.8964040404040405	0.3655461345565527
8.883454545454546	0.45483702887912614
9.87050505050505	0.5179154523573004
10.857555555555555	0.5767030708857419
11.844606060606061	0.6943678246910281
12.831656565656566	0.8352969936800037
13.81870707070707	0.9605799226982015
14.805757575757577	1.0945258759354886
15.792808080808081	1.260996104518199
16.779858585858587	1.3691396865433205
17.766909090909092	1.4772832685684705
18.753959595959596	1.6824756393671692
19.7410101010101	1.8696860075069424
20.728060606060605	2.009031306108824
21.71511111111111	2.1931581722581655
22.702161616161618	2.4353460148786326
23.689212121212122	2.58932308246699
24.676262626262627	2.7433001500552905
25.66331313131313	2.9719978931898368
26.650363636363636	3.1812887681934114
27.63741414141414	3.3831840103424042
28.62446464646465	3.630039908252428
29.611515151515153	3.884938906864818
30.598565656565658	4.077712825166827
31.585616161616162	4.270486743468837
32.57266666666667	4.629180711208392
33.559717171717175	4.882098285970869
34.54676767676768	5.125632959215437
35.533818181818184	5.499490344030846
36.52086868686869	5.848394187611291
37.50791919191919	6.11430081246624
38.4949696969697	6.416329171015093
39.4820202020202	6.80772371118934
40.469070707070706	7.1003440305065055
41.45612121212121	7.3929643498237
42.443171717171715	7.838781013038044
43.43022222222222	8.222098947793825
44.41727272727273	8.56008180569512
45.404323232323236	8.964359004301002
46.39137373737374	9.414568807893914
47.378424242424245	9.734662213959268
48.36547474747475	10.057101800153873
49.352525252525254	10.621613148514655
50.33957575757576	11.045198547752022
51.32662626262626	11.43894489609491
52.31367676767677	11.961267679897134
53.30072727272727	12.497110845185574
54.28777777777778	12.922177925783046
55.27482828282828	13.382443374272157
56.261878787878786	14.013296868273613
57.2489292929293	14.471799873158545
58.2359797979798	14.927980894976145
59.223030303030306	15.580960217015189
60.21008080808081	16.176273249553077
61.197131313131315	16.677816809954834
62.18418181818182	17.25761758077016
63.171232323232324	17.98603167586026
64.15828282828284	18.66144438639907
65.14533333333334	19.309434366689175
66.13238383838384	19.90412852929029
67.11943434343435	20.80520105847114
68.10648484848485	21.656556522749753
69.09353535353536	22.200131281048783
70.08058585858586	22.918831347319554
71.06763636363637	24.029922682005946
72.05468686868687	24.66809266472353
73.04173737373738	25.26940573866088
74.02878787878788	26.45930906231675
75.01583838383839	27.42303244881839
76.00288888888889	28.09723195596021
76.9899393939394	29.079382556931648
77.9769898989899	30.354291410201597
78.9640404040404	31.072643275919262
79.95109090909091	31.82352607787641
80.93814141414141	33.18290597897308
81.92519191919192	34.26336858178621
82.91224242424242	35.23393824150344
83.89929292929293	36.652292753690574
84.88634343434343	37.9995933291552
85.87339393939394	39.396576136157535
86.86044444444444	40.86339891526188
87.84749494949494	42.20712891969333
88.83454545454546	43.74801176465189
89.82159595959597	45.219329984477866
90.80864646464647	46.96855754138954
91.79569696969698	48.95935366717234
92.78274747474748	51.0761111511022
93.76979797979799	53.39600116901045
94.75684848484849	56.28125805087339
95.743898989899	59.13450413683623
96.7309494949495	60.0
97.718	60.0
101.0	60.0
200.0	60.0
